amount,payment_method,error_source,error_step,error_reason,hour_of_day,day_of_week,previous_attempts,recovered_within_24h
208115,card,unknown,unknown,unknown,13,1,4,0
431645,card,bank,payment_processing,bank_unavailable,18,5,4,0
337149,upi,gateway,payment_processing,payment_timed_out,4,3,3,0
23702,netbanking,unknown,unknown,unknown,4,2,4,0
139580,upi,bank,payment_processing,bank_unavailable,7,1,5,0
469022,netbanking,unknown,unknown,unknown,6,5,3,0
2201,netbanking,bank,payment_processing,bank_unavailable,22,3,4,0
54907,wallet,customer,payment_authentication,incorrect_pin,9,3,3,0
172903,netbanking,customer,payment_authentication,incorrect_pin,20,4,2,0
496912,card,customer,payment_authentication,incorrect_pin,1,5,5,1
352692,netbanking,unknown,unknown,unknown,2,4,3,0
74682,wallet,bank,payment_processing,bank_unavailable,19,3,4,0
197163,card,customer,payment_authorization,insufficient_funds,5,6,4,0
469832,upi,bank,payment_processing,bank_unavailable,1,6,4,1
110368,wallet,customer,payment_authorization,insufficient_funds,14,6,4,0
288166,upi,unknown,unknown,unknown,3,0,4,1
232539,netbanking,unknown,unknown,unknown,1,6,3,0
380470,upi,customer,payment_authentication,incorrect_pin,9,1,4,1
376422,upi,gateway,payment_processing,payment_timed_out,13,4,3,1
416809,wallet,bank,payment_processing,bank_unavailable,12,4,2,1
60597,upi,customer,payment_authentication,incorrect_pin,14,1,4,1
227468,netbanking,unknown,unknown,unknown,0,0,5,0
346184,netbanking,customer,payment_authentication,incorrect_pin,6,6,4,0
210081,upi,customer,payment_authorization,insufficient_funds,8,6,4,0
334005,upi,customer,payment_authentication,incorrect_pin,7,1,5,0
318247,wallet,bank,payment_processing,bank_unavailable,13,4,2,0
185998,netbanking,customer,payment_authentication,expired_card,5,1,1,1
50963,upi,customer,payment_authorization,insufficient_funds,15,3,2,1
485198,wallet,customer,payment_authentication,incorrect_pin,22,2,4,0
413172,card,customer,payment_authentication,incorrect_pin,15,5,5,0
447458,upi,unknown,unknown,unknown,9,4,3,0
150611,wallet,gateway,payment_processing,payment_timed_out,10,3,4,1
158764,upi,unknown,unknown,unknown,14,4,1,1
162395,netbanking,customer,payment_authentication,expired_card,17,3,4,0
16514,wallet,customer,payment_authentication,expired_card,7,0,4,0
85682,netbanking,gateway,payment_processing,payment_timed_out,0,4,3,0
154844,netbanking,customer,payment_authentication,expired_card,16,5,4,0
493699,card,bank,payment_processing,bank_unavailable,15,3,3,0
103156,upi,customer,payment_authorization,insufficient_funds,2,1,3,0
254399,netbanking,bank,payment_processing,bank_unavailable,15,0,4,0
274079,wallet,customer,payment_authentication,incorrect_pin,1,2,4,1
180542,upi,customer,payment_authorization,insufficient_funds,15,5,2,0
459454,wallet,gateway,payment_processing,payment_timed_out,17,2,2,0
47520,card,unknown,unknown,unknown,0,6,3,0
435299,netbanking,customer,payment_authentication,incorrect_pin,17,2,2,1
372119,upi,customer,payment_authentication,incorrect_pin,2,2,2,0
153609,netbanking,customer,payment_authentication,incorrect_pin,6,5,2,0
384094,upi,gateway,payment_processing,payment_timed_out,16,4,2,0
214870,card,customer,payment_authorization,insufficient_funds,8,0,3,0
485360,netbanking,customer,payment_authorization,insufficient_funds,23,0,3,0
19234,upi,customer,payment_authentication,incorrect_pin,22,1,4,1
15841,card,unknown,unknown,unknown,23,6,2,0
272538,netbanking,bank,payment_processing,bank_unavailable,2,0,5,1
465799,upi,gateway,payment_processing,payment_timed_out,4,0,3,1
32620,card,gateway,payment_processing,payment_timed_out,4,5,4,0
389184,card,customer,payment_authentication,incorrect_pin,14,4,1,1
469365,netbanking,gateway,payment_processing,payment_timed_out,10,6,1,0
243701,wallet,customer,payment_authentication,expired_card,17,1,3,1
433600,wallet,customer,payment_authentication,expired_card,6,4,2,1
378714,upi,customer,payment_authorization,insufficient_funds,4,0,3,0
107879,upi,unknown,unknown,unknown,15,4,1,1
427236,upi,unknown,unknown,unknown,14,0,3,1
349985,netbanking,bank,payment_processing,bank_unavailable,16,6,4,0
7276,upi,customer,payment_authentication,incorrect_pin,7,2,4,1
284442,upi,unknown,unknown,unknown,12,1,2,1
327534,wallet,unknown,unknown,unknown,22,6,2,0
400878,wallet,customer,payment_authentication,expired_card,14,0,3,0
385869,wallet,customer,payment_authentication,expired_card,22,5,3,0
238350,card,customer,payment_authorization,insufficient_funds,10,3,4,0
150195,netbanking,customer,payment_authentication,incorrect_pin,1,4,2,1
96694,netbanking,unknown,unknown,unknown,18,1,4,1
45413,upi,bank,payment_processing,bank_unavailable,11,6,5,0
320282,netbanking,customer,payment_authorization,insufficient_funds,1,3,2,0
479926,netbanking,gateway,payment_processing,payment_timed_out,3,2,5,0
41059,card,customer,payment_authentication,incorrect_pin,7,3,2,1
351652,wallet,customer,payment_authentication,incorrect_pin,4,2,2,0
292709,netbanking,customer,payment_authorization,insufficient_funds,16,2,4,0
86772,netbanking,bank,payment_processing,bank_unavailable,14,0,4,0
107139,netbanking,bank,payment_processing,bank_unavailable,7,3,3,1
142941,wallet,customer,payment_authorization,insufficient_funds,2,3,2,1
342783,netbanking,bank,payment_processing,bank_unavailable,1,2,1,0
150034,card,bank,payment_processing,bank_unavailable,22,6,5,0
414194,wallet,customer,payment_authentication,expired_card,8,0,5,0
185508,netbanking,customer,payment_authentication,expired_card,2,6,5,0
55652,wallet,unknown,unknown,unknown,17,6,3,1
48642,upi,gateway,payment_processing,payment_timed_out,20,0,5,1
200734,card,customer,payment_authorization,insufficient_funds,2,4,3,0
204542,wallet,unknown,unknown,unknown,22,1,1,1
367028,netbanking,customer,payment_authentication,expired_card,17,0,1,0
239808,wallet,customer,payment_authorization,insufficient_funds,6,6,2,0
82687,upi,bank,payment_processing,bank_unavailable,18,0,2,0
107428,upi,gateway,payment_processing,payment_timed_out,10,2,5,0
283695,wallet,gateway,payment_processing,payment_timed_out,15,0,2,1
167749,card,bank,payment_processing,bank_unavailable,3,0,4,0
336248,netbanking,customer,payment_authentication,incorrect_pin,5,0,2,0
461585,card,customer,payment_authorization,insufficient_funds,18,5,4,1
178042,card,customer,payment_authentication,incorrect_pin,19,0,3,1
276386,wallet,gateway,payment_processing,payment_timed_out,0,5,1,1
416159,upi,customer,payment_authentication,expired_card,5,1,3,0
105965,wallet,bank,payment_processing,bank_unavailable,14,6,1,1
255818,wallet,gateway,payment_processing,payment_timed_out,21,5,5,1
153317,netbanking,gateway,payment_processing,payment_timed_out,16,4,4,0
313871,card,gateway,payment_processing,payment_timed_out,16,5,5,0
371798,upi,customer,payment_authentication,incorrect_pin,9,2,5,0
71295,netbanking,customer,payment_authentication,expired_card,1,5,2,0
94545,card,unknown,unknown,unknown,18,1,4,0
12556,upi,gateway,payment_processing,payment_timed_out,19,4,1,1
7016,card,customer,payment_authorization,insufficient_funds,10,6,5,0
26323,wallet,bank,payment_processing,bank_unavailable,12,5,4,1
353699,card,unknown,unknown,unknown,5,1,4,0
452057,upi,customer,payment_authentication,incorrect_pin,10,5,5,1
205442,netbanking,customer,payment_authentication,expired_card,5,6,5,0
441439,upi,customer,payment_authentication,incorrect_pin,10,6,5,0
365114,wallet,unknown,unknown,unknown,3,5,1,0
403988,wallet,customer,payment_authentication,incorrect_pin,14,5,1,1
370208,wallet,customer,payment_authentication,incorrect_pin,5,5,5,1
100606,wallet,customer,payment_authorization,insufficient_funds,17,5,2,0
262158,upi,customer,payment_authorization,insufficient_funds,12,0,3,0
263204,upi,bank,payment_processing,bank_unavailable,21,5,1,1
321162,card,customer,payment_authorization,insufficient_funds,5,1,4,0
398263,card,bank,payment_processing,bank_unavailable,6,3,5,0
57209,wallet,customer,payment_authentication,expired_card,5,2,5,0
337660,netbanking,customer,payment_authentication,expired_card,15,1,3,0
416684,netbanking,unknown,unknown,unknown,2,1,4,0
58645,wallet,bank,payment_processing,bank_unavailable,16,0,3,0
208066,netbanking,customer,payment_authentication,expired_card,19,3,3,0
447875,card,gateway,payment_processing,payment_timed_out,16,2,3,0
13162,card,customer,payment_authorization,insufficient_funds,3,2,5,0
81180,netbanking,gateway,payment_processing,payment_timed_out,11,0,2,0
402156,upi,unknown,unknown,unknown,12,4,3,0
86726,netbanking,customer,payment_authorization,insufficient_funds,9,1,4,0
351290,netbanking,customer,payment_authorization,insufficient_funds,11,5,3,0
450604,netbanking,bank,payment_processing,bank_unavailable,18,0,1,1
249787,netbanking,customer,payment_authorization,insufficient_funds,20,0,2,1
242824,wallet,customer,payment_authentication,expired_card,7,2,4,0
214946,wallet,unknown,unknown,unknown,7,2,4,1
187073,netbanking,customer,payment_authentication,expired_card,4,6,4,0
190646,card,customer,payment_authentication,incorrect_pin,9,3,5,0
277275,upi,customer,payment_authorization,insufficient_funds,13,2,4,1
447878,wallet,gateway,payment_processing,payment_timed_out,17,5,3,0
490718,wallet,customer,payment_authorization,insufficient_funds,6,1,2,0
433070,netbanking,customer,payment_authentication,expired_card,5,6,2,0
60695,wallet,gateway,payment_processing,payment_timed_out,0,2,5,0
154078,wallet,customer,payment_authorization,insufficient_funds,2,2,3,0
378718,wallet,customer,payment_authentication,expired_card,1,2,4,1
273219,netbanking,bank,payment_processing,bank_unavailable,4,0,1,0
167828,upi,customer,payment_authentication,incorrect_pin,16,4,1,0
156284,upi,bank,payment_processing,bank_unavailable,18,4,2,0
59407,upi,bank,payment_processing,bank_unavailable,23,4,1,0
166877,card,customer,payment_authentication,incorrect_pin,13,4,4,0
211545,netbanking,unknown,unknown,unknown,10,0,4,0
208547,card,customer,payment_authentication,expired_card,21,6,3,1
274828,upi,customer,payment_authentication,incorrect_pin,3,3,2,1
137222,upi,unknown,unknown,unknown,15,4,3,0
103775,wallet,unknown,unknown,unknown,19,0,1,0
443872,wallet,customer,payment_authentication,incorrect_pin,12,5,3,1
203229,card,customer,payment_authentication,incorrect_pin,6,4,1,0
128120,wallet,bank,payment_processing,bank_unavailable,14,2,1,0
318202,netbanking,customer,payment_authentication,expired_card,23,6,1,0
271616,wallet,gateway,payment_processing,payment_timed_out,5,4,1,0
288648,wallet,bank,payment_processing,bank_unavailable,13,6,3,0
111536,netbanking,customer,payment_authentication,expired_card,1,5,3,0
361857,card,customer,payment_authentication,incorrect_pin,5,1,4,0
96954,netbanking,customer,payment_authentication,expired_card,18,6,3,0
418366,card,unknown,unknown,unknown,11,5,1,0
212601,card,customer,payment_authentication,expired_card,4,1,1,0
205161,netbanking,bank,payment_processing,bank_unavailable,8,5,4,0
194857,netbanking,customer,payment_authorization,insufficient_funds,2,3,5,0
212061,netbanking,unknown,unknown,unknown,18,6,2,1
332994,card,customer,payment_authentication,incorrect_pin,22,1,2,0
248849,card,customer,payment_authorization,insufficient_funds,2,1,2,1
64279,upi,customer,payment_authentication,incorrect_pin,5,2,2,1
283610,netbanking,unknown,unknown,unknown,20,3,2,0
134236,netbanking,bank,payment_processing,bank_unavailable,21,4,3,1
55053,wallet,unknown,unknown,unknown,18,1,4,1
420126,netbanking,customer,payment_authentication,expired_card,17,4,4,0
157005,card,customer,payment_authentication,expired_card,20,0,5,0
297927,upi,customer,payment_authentication,expired_card,8,2,2,0
86774,upi,customer,payment_authorization,insufficient_funds,21,4,3,0
170313,card,customer,payment_authentication,expired_card,21,1,2,1
193540,card,gateway,payment_processing,payment_timed_out,5,3,1,1
67814,card,unknown,unknown,unknown,1,4,2,1
486704,card,customer,payment_authentication,expired_card,12,1,2,0
156489,wallet,unknown,unknown,unknown,18,6,3,0
291783,upi,unknown,unknown,unknown,20,5,1,1
283194,card,customer,payment_authentication,expired_card,3,6,4,0
215261,upi,bank,payment_processing,bank_unavailable,9,3,5,0
293219,card,customer,payment_authentication,incorrect_pin,18,2,5,1
283403,netbanking,customer,payment_authorization,insufficient_funds,1,6,1,0
40953,upi,unknown,unknown,unknown,17,5,1,0
334869,card,customer,payment_authentication,incorrect_pin,6,5,5,0
57990,upi,bank,payment_processing,bank_unavailable,0,1,5,0
218042,wallet,gateway,payment_processing,payment_timed_out,5,6,3,0
182991,netbanking,customer,payment_authorization,insufficient_funds,17,3,2,0
224407,upi,unknown,unknown,unknown,20,5,3,0
36879,upi,customer,payment_authentication,expired_card,1,5,3,0
350999,upi,customer,payment_authentication,incorrect_pin,11,0,5,1
209864,card,customer,payment_authorization,insufficient_funds,4,0,3,1
31370,wallet,gateway,payment_processing,payment_timed_out,16,0,1,0
2763,netbanking,unknown,unknown,unknown,18,4,4,0
270500,wallet,unknown,unknown,unknown,23,6,4,0
333462,card,unknown,unknown,unknown,8,0,2,0
274117,card,customer,payment_authentication,incorrect_pin,7,0,1,1
360504,card,gateway,payment_processing,payment_timed_out,7,3,1,1
378620,upi,customer,payment_authentication,incorrect_pin,18,2,5,1
436112,wallet,customer,payment_authentication,incorrect_pin,10,0,3,1
491340,upi,gateway,payment_processing,payment_timed_out,0,4,3,0
442513,card,bank,payment_processing,bank_unavailable,22,6,5,0
398082,netbanking,customer,payment_authentication,expired_card,2,1,1,0
216055,upi,unknown,unknown,unknown,22,0,2,0
252391,card,customer,payment_authentication,incorrect_pin,3,1,5,1
308407,card,customer,payment_authentication,expired_card,12,1,3,0
85557,card,unknown,unknown,unknown,7,3,1,1
339148,upi,bank,payment_processing,bank_unavailable,16,0,4,0
294542,upi,customer,payment_authentication,expired_card,9,2,1,1
260577,upi,bank,payment_processing,bank_unavailable,8,0,4,1
417315,card,unknown,unknown,unknown,11,4,4,0
343896,upi,customer,payment_authentication,incorrect_pin,23,3,5,0
466275,wallet,unknown,unknown,unknown,5,0,3,0
488280,upi,gateway,payment_processing,payment_timed_out,5,0,2,1
412830,netbanking,gateway,payment_processing,payment_timed_out,1,3,5,1
149656,netbanking,bank,payment_processing,bank_unavailable,17,4,3,1
95295,card,customer,payment_authentication,expired_card,16,1,4,0
150356,wallet,bank,payment_processing,bank_unavailable,14,2,1,0
356576,upi,customer,payment_authorization,insufficient_funds,0,4,4,0
432283,upi,unknown,unknown,unknown,18,3,3,1
440198,card,customer,payment_authentication,expired_card,19,0,2,0
342307,upi,gateway,payment_processing,payment_timed_out,22,2,4,1
340828,card,customer,payment_authentication,incorrect_pin,22,1,1,1
476018,card,gateway,payment_processing,payment_timed_out,6,6,4,0
343190,wallet,customer,payment_authentication,expired_card,17,5,5,1
71345,card,unknown,unknown,unknown,9,2,3,0
250581,wallet,customer,payment_authentication,incorrect_pin,14,1,1,0
179979,wallet,customer,payment_authentication,expired_card,7,0,3,0
318851,wallet,customer,payment_authentication,expired_card,15,5,3,0
318281,upi,customer,payment_authentication,expired_card,22,6,3,0
147896,wallet,customer,payment_authentication,incorrect_pin,15,1,2,1
150549,netbanking,bank,payment_processing,bank_unavailable,22,4,4,1
45316,wallet,customer,payment_authorization,insufficient_funds,22,1,2,0
147332,card,customer,payment_authentication,expired_card,2,6,3,0
414030,wallet,customer,payment_authorization,insufficient_funds,23,2,3,0
327910,netbanking,bank,payment_processing,bank_unavailable,19,0,4,0
471629,upi,customer,payment_authentication,expired_card,10,6,4,1
463234,card,customer,payment_authentication,incorrect_pin,14,6,5,0
428555,upi,gateway,payment_processing,payment_timed_out,14,2,4,0
90663,wallet,gateway,payment_processing,payment_timed_out,18,6,4,0
167623,card,customer,payment_authentication,incorrect_pin,19,1,5,1
29684,upi,customer,payment_authentication,incorrect_pin,2,1,2,1
47671,netbanking,unknown,unknown,unknown,0,3,2,1
116300,card,customer,payment_authorization,insufficient_funds,5,4,3,0
